Site,StationCode,DateSampled,ActivityType,ComponentShort,ComponentLong,Result,Remark,Units,MDL,PQL,MRL,Dilution,DateReceived,DateAnalyzed,TestComments,AnalysisMethod,Lab ID,Lab Accreditation Authority,Laboratory,RQ#,EnteredBy,EnteredOn,CheckedBy,CheckedOn
Pellicer Creek,gtmpcnut2.1,4/2/2019 9:45,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.35,I,mg N/L,0.16,0.4,,,4/4/2019 10:20,4/22/2019 10:25, ,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/4/2019 12:27, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,W-NO3-F,Nitrate-N,0.005,I,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:27, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,W-PO4-F,O-Phosphate-P,0.019, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:32, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,64,Q,cfu/100 mL,2,2,,,4/4/2019 10:20,4/5/2019 16:04,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,W-TSS,TSS,11, ,mg/L,3,10,,,4/4/2019 10:20,4/8/2019 17:04, ,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,W-DOC,Organic Carbon,8.3, ,mg C/L,1,2,,,4/4/2019 10:20,4/9/2019 5:56, ,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,W-NH3-F,Ammonia-N,0.008, ,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/10/2019 12:09, ,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
PELLICER CREEK,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.007,I,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/11/2019 13:16, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.5, ,mg N/L,0.16,0.4,,,4/4/2019 10:20,4/12/2019 11:08, ,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,W-S-A-TP,Total-P,0.053, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/12/2019 18:00, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",3.6, ,ug/L,0.69,2.1,,,4/4/2019 10:20,4/17/2019 15:49,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",4.6, ,ug/L,0.5,1.5,,,4/4/2019 10:20,4/17/2019 15:49,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.10,4/3/2019 8:15,SAMPLE,CHLSUITE-W,Phaeophytin-a,1.5,I,ug/L,0.75,2.2,,,4/4/2019 10:20,4/17/2019 15:49,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/4/2019 12:28, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,W-NO3-F,Nitrate-N,0.004,U,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:28, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,W-PO4-F,O-Phosphate-P,0.015, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:33, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,27,BQ,cfu/100 mL,9,9,,,4/4/2019 10:20,4/5/2019 16:04,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,W-TSS,TSS,16, ,mg/L,3,10,,,4/4/2019 10:20,4/8/2019 17:04, ,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,W-DOC,Organic Carbon,6, ,mg C/L,1,2,,,4/4/2019 10:20,4/9/2019 6:08, ,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,W-NH3-F,Ammonia-N,0.004,I,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/10/2019 13:03, ,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
PELLICER CREEK,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.004,I,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/11/2019 13:17, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.41, ,mg N/L,0.16,0.4,,,4/4/2019 10:20,4/12/2019 11:13, ,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,W-S-A-TP,Total-P,0.049, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/12/2019 18:01, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",6.3, ,ug/L,1.1,3.3,,,4/4/2019 10:20,4/17/2019 15:49,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",7.5, ,ug/L,0.79,2.4,,,4/4/2019 10:20,4/17/2019 15:49,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.11,4/3/2019 10:45,SAMPLE,CHLSUITE-W,Phaeophytin-a,1.8,I,ug/L,1.2,3.5,,,4/4/2019 10:20,4/17/2019 15:49,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,W-PO4-F,O-Phosphate-P,0.014, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:06, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,W-NO2-F,Nitrite-N,0.002,UQ,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/4/2019 12:20,Nitrite-N: The sample expired upon receipt.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,W-NO3-F,Nitrate-N,0.007,IQ,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:20,Nitrate-N: The sample expired upon reciept.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,30,BQ,cfu/100 mL,10,10,,,4/4/2019 10:20,4/5/2019 9:57,Laboratory duplicate result is 21 B.  Precision data for this duplicate is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,W-TSS,TSS,14, ,mg/L,3,10,,,4/4/2019 10:20,4/8/2019 17:04,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,W-DOC,Organic Carbon,4.6, ,mg C/L,1,2,,,4/4/2019 10:20,4/9/2019 3:37, ,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
PELLICER CREEK,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.007,I,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/11/2019 11:26, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,W-S-A-TP,Total-P,0.045, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/11/2019 14:26, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.46, ,mg N/L,0.16,0.4,,,4/4/2019 10:20,4/12/2019 9:11, ,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,W-NH3-F,Ammonia-N,0.012, ,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/12/2019 10:36, ,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",5.4, ,ug/L,0.82,2.6,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",6.6, ,ug/L,0.6,1.8,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.2,4/2/2019 12:15,SAMPLE,CHLSUITE-W,Phaeophytin-a,1.7,I,ug/L,0.9,2.7,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,W-PO4-F,O-Phosphate-P,0.02, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:22, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,W-NO2-F,Nitrite-N,0.006, ,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/4/2019 12:23, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,W-NO3-F,Nitrate-N,0.004,U,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:23, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,73,BQ,cfu/100 mL,9,9,,,4/4/2019 10:20,4/5/2019 9:57,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,W-TSS,TSS,16,AJ,mg/L,2,10,,,4/4/2019 10:20,4/8/2019 17:04,Sample was not analyzed using the protocol for saline matrices. Result may be biased high. Insufficient sample volume to confirm the result.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
PELLICER CREEK,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.007,I,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/11/2019 11:39, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,W-S-A-TP,Total-P,0.06, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/11/2019 13:58, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.43, ,mg N/L,0.16,0.4,,,4/4/2019 10:20,4/12/2019 9:13, ,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,W-NH3-F,Ammonia-N,0.013, ,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/12/2019 10:37, ,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,W-DOC,Organic Carbon,7.1, ,mg C/L,1,2,,,4/4/2019 10:20,4/13/2019 13:28, ,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",5, ,ug/L,0.96,3,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",6.7, ,ug/L,0.7,2.1,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.3,4/2/2019 14:45,SAMPLE,CHLSUITE-W,Phaeophytin-a,2.4,I,ug/L,1,3.2,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/4/2019 12:21, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,W-NO3-F,Nitrate-N,0.005,I,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:21, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,W-PO4-F,O-Phosphate-P,0.02, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:22, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,74,Q,cfu/100 mL,2,2,,,4/4/2019 10:20,4/5/2019 13:48,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,W-TSS,TSS,8,I,mg/L,3,10,,,4/4/2019 10:20,4/8/2019 17:04,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,W-DOC,Organic Carbon,9.1, ,mg C/L,1,2,,,4/4/2019 10:20,4/9/2019 4:02, ,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
PELLICER CREEK,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.007,I,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/11/2019 11:40, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,W-S-A-TP,Total-P,0.057, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/11/2019 13:59, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.47, ,mg N/L,0.16,0.4,,,4/4/2019 10:20,4/12/2019 9:14, ,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,W-NH3-F,Ammonia-N,0.011, ,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/12/2019 10:39, ,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",4.1,I,ug/L,1.6,5.1,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",5.5, ,ug/L,1.2,3.6,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.4,4/2/2019 17:15,SAMPLE,CHLSUITE-W,Phaeophytin-a,2,I,ug/L,1.8,5.4,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,W-NO2-F,Nitrite-N,0.002,I,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/4/2019 12:23, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,W-NO3-F,Nitrate-N,0.004,I,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:23, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,W-PO4-F,O-Phosphate-P,0.019, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/4/2019 12:23, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,52,Q,cfu/100 mL,2,2,,,4/4/2019 10:20,4/5/2019 13:48,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,W-TSS,TSS,14, ,mg/L,3,10,,,4/4/2019 10:20,4/8/2019 17:04,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,W-DOC,Organic Carbon,8.3, ,mg C/L,1,2,,,4/4/2019 10:20,4/9/2019 4:42, ,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
PELLICER CREEK,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.006,I,mg N/L,0.004,0.01,,,4/4/2019 10:20,4/11/2019 11:41, ,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.49, ,mg N/L,0.16,0.4,,,4/4/2019 10:20,4/12/2019 9:19, ,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,W-NH3-F,Ammonia-N,0.007, ,mg N/L,0.002,0.005,,,4/4/2019 10:20,4/12/2019 10:40, ,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,W-S-A-TP,Total-P,0.05, ,mg P/L,0.004,0.01,,,4/4/2019 10:20,4/12/2019 17:39, ,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
Pellicer Creek,gtmpcnut2.5,4/2/2019 19:45,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",4.8, ,ug/L,1.2,3.8,,,4/4/2019 10:20,4/17/2019 14:45,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-03-25-03,Shannon Dunnigan,6/24/2019,,
